"年月","報表種類","登記機關","案件類別","擔保債權額","擔保債權金額幣別","訂立契約日期","終止日期"
"201608","設立","臺北市政府產業發展局","動產抵押","3000000.0000","1","2016-08-24 00:00:00.0","2016-11-24 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","2500000.0000","1","2016-07-28 00:00:00.0","2017-09-10 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","1100000.0000","1","2016-08-17 00:00:00.0","2018-02-18 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","4500000.0000","1","2016-08-08 00:00:00.0","2019-02-05 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","1100000.0000","1","2016-08-18 00:00:00.0","2019-02-05 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","5300000.0000","1","2016-08-01 00:00:00.0","2019-07-29 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","3200000.0000","1","2016-08-24 00:00:00.0","2019-08-24 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","5000000.0000","1","2016-06-27 00:00:00.0","2019-12-23 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","26500000.0000","1","2016-08-09 00:00:00.0","2021-02-10 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","3823200.0000","1","2016-07-29 00:00:00.0","2023-12-31 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","24000000.0000","1","2016-08-24 00:00:00.0","2024-08-23 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","5599800.0000","1","2016-07-29 00:00:00.0","2026-03-31 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","6000000.0000","1","2016-07-26 00:00:00.0","2026-07-31 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","10800000.0000","1","2016-07-26 00:00:00.0","2026-07-31 00:00:00.0"
"201608","設立","臺北市政府產業發展局","動產抵押","8400000.0000","1","2016-07-27 00:00:00.0","2026-07-31 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","4200000.0000","1","2016-07-11 00:00:00.0","2018-03-30 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","5532000.0000","1","2016-07-22 00:00:00.0","2018-09-08 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","27938300.0000","1","2016-08-16 00:00:00.0","2020-02-18 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","9655920.0000","1","2016-07-29 00:00:00.0","2024-12-31 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","1759200.0000","1","2015-07-29 00:00:00.0","2025-07-28 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","4284000.0000","1","2016-07-28 00:00:00.0","2026-07-27 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","1440000.0000","1","2016-07-28 00:00:00.0","2026-07-27 00:00:00.0"
"201608","設立","臺北市政府產業發展局","附條件買賣","5514000.0000","1","2016-07-26 00:00:00.0","2026-07-31 00:00:00.0"
