"年月","報表種類","登記機關","案件類別","擔保債權額","擔保債權金額幣別","訂立契約日期","終止日期"
"202301","設立","臺北市政府產業發展局","動產抵押","52646400.0000","NTD","2023-01-04 00:00:00.0","2029-01-04 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","967200.0000","NTD","2023-01-10 00:00:00.0","2029-01-09 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","1065000.0000","NTD","2022-12-21 00:00:00.0","2032-12-20 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","1595000.0000","NTD","2022-12-23 00:00:00.0","2032-12-22 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","1886496.0000","NTD","2023-01-03 00:00:00.0","2032-12-25 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","1217520.0000","NTD","2022-12-30 00:00:00.0","2032-12-29 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","18000000.0000","NTD","2023-01-03 00:00:00.0","2033-01-02 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","2316000.0000","NTD","2023-01-05 00:00:00.0","2033-01-05 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","552000.0000","NTD","2023-01-10 00:00:00.0","2033-01-09 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","3416004.0000","NTD","2023-01-11 00:00:00.0","2033-01-10 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","4650000.0000","NTD","2023-01-15 00:00:00.0","2033-01-14 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","12000000.0000","NTD","2023-01-16 00:00:00.0","2033-01-15 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","5656320.0000","NTD","2023-01-16 00:00:00.0","2033-01-16 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","","NTD","2023-01-18 00:00:00.0","2033-01-17 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","1242000.0000","NTD","2023-01-19 00:00:00.0","2033-01-18 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","698000.0000","NTD","2023-01-19 00:00:00.0","2033-01-18 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","2239500.0000","NTD","2023-01-12 00:00:00.0","2035-07-16 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","4200000000.0000","NTD","2023-01-06 00:00:00.0","2039-01-05 00:00:00.0"
"202301","設立","臺北市政府產業發展局","動產抵押","1948000.0000","NTD","2023-01-05 00:00:00.0","2043-01-04 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","5940000.0000","NTD","2022-12-21 00:00:00.0","2024-12-30 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","3622500.0000","NTD","2021-11-15 00:00:00.0","2026-11-14 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","1050000.0000","NTD","2021-11-15 00:00:00.0","2026-11-14 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","11804335.0000","NTD","2022-11-25 00:00:00.0","2027-05-25 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","34626558.0000","NTD","2022-12-28 00:00:00.0","2032-12-28 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","73134000.0000","NTD","2023-01-03 00:00:00.0","2033-01-09 00:00:00.0"
"202301","設立","臺北市政府產業發展局","附條件買賣","10386000.0000","NTD","2022-12-29 00:00:00.0","2035-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","10000000.0000","NTD","2022-12-23 00:00:00.0","2025-12-22 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","180000000.0000","NTD","2022-12-29 00:00:00.0","2028-12-28 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","","NTD","2019-02-15 00:00:00.0","2029-02-15 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","295000000.0000","NTD","2022-12-23 00:00:00.0","2029-12-22 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","4200000.0000","NTD","2023-01-16 00:00:00.0","2030-01-16 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","35840000.0000","NTD","2022-12-30 00:00:00.0","2031-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","8110000.0000","NTD","2023-01-05 00:00:00.0","2032-01-04 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","7330000.0000","NTD","2023-01-09 00:00:00.0","2032-01-08 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","74760000.0000","NTD","2023-01-03 00:00:00.0","2032-06-28 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","3831800.0000","NTD","2022-12-16 00:00:00.0","2032-12-16 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","4435000.0000","NTD","2022-12-21 00:00:00.0","2032-12-20 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1430100.0000","NTD","2022-12-23 00:00:00.0","2032-12-23 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2899000.0000","NTD","2022-12-23 00:00:00.0","2032-12-23 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1440000.0000","NTD","2022-12-26 00:00:00.0","2032-12-25 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","8732000.0000","NTD","2022-12-27 00:00:00.0","2032-12-26 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2533500.0000","NTD","2022-12-27 00:00:00.0","2032-12-27 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","362000.0000","NTD","2022-12-27 00:00:00.0","2032-12-27 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1121800.0000","NTD","2022-12-28 00:00:00.0","2032-12-28 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","13938000.0000","NTD","2022-12-28 00:00:00.0","2032-12-28 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1027300.0000","NTD","2022-12-28 00:00:00.0","2032-12-28 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1317600.0000","NTD","2022-12-29 00:00:00.0","2032-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2696400.0000","NTD","2022-12-30 00:00:00.0","2032-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2268800.0000","NTD","2023-01-03 00:00:00.0","2033-01-03 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1842800.0000","NTD","2023-01-03 00:00:00.0","2033-01-03 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1890000.0000","NTD","2023-01-04 00:00:00.0","2033-01-03 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","6000000.0000","NTD","2023-01-04 00:00:00.0","2033-01-04 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2876300.0000","NTD","2023-01-05 00:00:00.0","2033-01-05 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","780000.0000","NTD","2023-01-10 00:00:00.0","2033-01-09 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","4939200.0000","NTD","2023-01-10 00:00:00.0","2033-01-09 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2772000.0000","NTD","2023-01-11 00:00:00.0","2033-01-10 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","25560000.0000","NTD","2023-01-11 00:00:00.0","2033-01-10 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","837610.0000","NTD","2023-01-11 00:00:00.0","2033-01-11 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","7956000.0000","NTD","2023-01-12 00:00:00.0","2033-01-12 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","976500.0000","NTD","2023-01-13 00:00:00.0","2033-01-12 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2520000.0000","NTD","2023-01-13 00:00:00.0","2033-01-12 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1305800.0000","NTD","2023-01-13 00:00:00.0","2033-01-13 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","7200000.0000","NTD","2023-01-17 00:00:00.0","2033-01-16 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","3458700.0000","NTD","2023-01-17 00:00:00.0","2033-01-16 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","3402000.0000","NTD","2023-01-18 00:00:00.0","2033-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","5400000.0000","NTD","2023-01-18 00:00:00.0","2033-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","3600000.0000","NTD","2023-01-18 00:00:00.0","2033-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","7200000.0000","NTD","2023-01-18 00:00:00.0","2033-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","19534028.0000","NTD","2023-01-18 00:00:00.0","2033-01-18 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","","NTD","2023-01-19 00:00:00.0","2033-01-18 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","696000.0000","NTD","2023-01-17 00:00:00.0","2034-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","612000.0000","NTD","2023-01-17 00:00:00.0","2034-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","576000.0000","NTD","2023-01-17 00:00:00.0","2034-01-17 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2478641.0000","NTD","2022-12-29 00:00:00.0","2037-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","16440000.0000","NTD","2023-01-03 00:00:00.0","2037-12-31 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","5560000.0000","NTD","2023-01-03 00:00:00.0","2038-04-03 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","2960000.0000","NTD","2022-11-11 00:00:00.0","2038-11-11 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","177863794.0000","NTD","2022-12-30 00:00:00.0","2038-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","24054742.0000","NTD","2022-12-30 00:00:00.0","2038-12-29 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","170000000.0000","NTD","2023-01-05 00:00:00.0","2041-01-05 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1440000.0000","NTD","2021-11-09 00:00:00.0","2041-12-31 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","","NTD","2022-04-06 00:00:00.0","2042-04-06 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","12222000.0000","NTD","2022-11-04 00:00:00.0","2042-11-03 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","1389960.0000","NTD","2022-11-16 00:00:00.0","2042-11-15 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","3805620.0000","NTD","2022-11-28 00:00:00.0","2042-11-27 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","48227467.0000","NTD","2022-12-15 00:00:00.0","2042-12-14 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","14900000.0000","NTD","2022-12-16 00:00:00.0","2042-12-15 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","66300000.0000","NTD","2022-12-19 00:00:00.0","2042-12-19 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","5400000.0000","NTD","2022-12-19 00:00:00.0","2042-12-19 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","15000000.0000","NTD","2022-12-20 00:00:00.0","2042-12-20 00:00:00.0"
"202301","設立","高雄市政府經濟發展局","動產抵押","43050000.0000","NTD","2022-12-21 00:00:00.0","2042-12-20 00:00:00.0"
