"年月","報表種類","登記機關","案件類別","擔保債權額","擔保債權金額幣別","訂立契約日期","終止日期"
"202112","設立","臺北市政府產業發展局","動產抵押","750600.0000","NTD","2021-12-21 00:00:00.0","2029-10-30 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","776880.0000","NTD","2021-11-30 00:00:00.0","2029-11-01 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","3324600.0000","NTD","2021-12-09 00:00:00.0","2029-11-18 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1542720.0000","NTD","2021-11-25 00:00:00.0","2031-11-24 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","3780000.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","2999600.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1273200.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","14400000.0000","NTD","2021-11-18 00:00:00.0","2031-11-30 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","10000000.0000","NTD","2021-11-23 00:00:00.0","2031-11-30 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","12000000.0000","NTD","2021-11-29 00:00:00.0","2031-11-30 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1268820.0000","NTD","2021-12-02 00:00:00.0","2031-12-01 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1549800.0000","NTD","2021-12-02 00:00:00.0","2031-12-01 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1826880.0000","NTD","2021-12-02 00:00:00.0","2031-12-02 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","7854000.0000","NTD","2021-12-03 00:00:00.0","2031-12-03 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","856800.0000","NTD","2021-12-07 00:00:00.0","2031-12-07 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","8104320.0000","NTD","2021-12-08 00:00:00.0","2031-12-08 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1114500.0000","NTD","2021-12-09 00:00:00.0","2031-12-08 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1260000.0000","NTD","2021-12-14 00:00:00.0","2031-12-13 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","1440000.0000","NTD","2021-12-21 00:00:00.0","2031-12-20 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","2812320.0000","NTD","2021-12-21 00:00:00.0","2031-12-21 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","","NTD","2021-12-23 00:00:00.0","2031-12-22 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","12000000.0000","NTD","2021-12-24 00:00:00.0","2031-12-23 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","2646000.0000","NTD","2021-12-27 00:00:00.0","2031-12-26 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","6048000.0000","NTD","2021-11-22 00:00:00.0","2032-11-22 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","11280000.0000","NTD","2021-10-30 00:00:00.0","2032-11-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","6372000.0000","NTD","2021-11-29 00:00:00.0","2033-11-30 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","3837600.0000","NTD","2021-11-30 00:00:00.0","2033-12-31 00:00:00.0"
"202112","設立","臺北市政府產業發展局","動產抵押","8625000.0000","NTD","2021-11-25 00:00:00.0","2034-12-31 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","2183637.0000","NTD","2021-11-29 00:00:00.0","2022-05-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","290077.0000","NTD","2021-11-29 00:00:00.0","2022-05-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","2574435.0000","NTD","2021-11-29 00:00:00.0","2022-05-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","8008920.0000","NTD","2021-11-25 00:00:00.0","2025-01-15 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","10788070.0000","NTD","2021-11-25 00:00:00.0","2026-05-25 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","2322000.0000","NTD","2021-12-01 00:00:00.0","2031-12-01 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","7314500.0000","NTD","2021-12-24 00:00:00.0","2031-12-24 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","1612800.0000","NTD","2021-11-29 00:00:00.0","2051-11-28 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","15799200.0000","NTD","2021-11-30 00:00:00.0","2051-11-29 00:00:00.0"
"202112","設立","臺北市政府產業發展局","附條件買賣","3196440.0000","NTD","2021-12-09 00:00:00.0","2051-12-08 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","24000000.0000","NTD","2021-11-19 00:00:00.0","2026-11-19 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","4040000.0000","NTD","2021-12-08 00:00:00.0","2026-12-07 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2200000.0000","NTD","2021-12-10 00:00:00.0","2027-12-10 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2000000.0000","NTD","2021-12-08 00:00:00.0","2028-12-08 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2982500.0000","NTD","2021-10-20 00:00:00.0","2031-10-19 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","1094400.0000","NTD","2021-11-15 00:00:00.0","2031-11-15 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","4258800.0000","NTD","2021-11-19 00:00:00.0","2031-11-18 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","1382280.0000","NTD","2021-11-20 00:00:00.0","2031-11-19 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2236500.0000","NTD","2021-11-20 00:00:00.0","2031-11-19 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","1200000.0000","NTD","2021-11-22 00:00:00.0","2031-11-21 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","5940000.0000","NTD","2021-11-29 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","3672000.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","1555000.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2064000.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","387520.0000","NTD","2021-11-30 00:00:00.0","2031-11-29 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2202020.0000","NTD","2021-11-30 00:00:00.0","2031-11-30 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2760000.0000","NTD","2021-12-01 00:00:00.0","2031-11-30 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","782460.0000","NTD","2021-12-02 00:00:00.0","2031-12-01 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2400000.0000","NTD","2021-12-03 00:00:00.0","2031-12-02 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","180000000.0000","NTD","2021-12-14 00:00:00.0","2031-12-13 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2772000.0000","NTD","2021-12-14 00:00:00.0","2031-12-13 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2672200.0000","NTD","2021-12-14 00:00:00.0","2031-12-14 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","5362800.0000","NTD","2021-12-14 00:00:00.0","2031-12-14 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","24120000.0000","NTD","2021-12-15 00:00:00.0","2031-12-15 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","816000.0000","NTD","2021-12-20 00:00:00.0","2031-12-19 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2016000.0000","NTD","2021-12-20 00:00:00.0","2031-12-19 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","21312000.0000","NTD","2021-12-23 00:00:00.0","2031-12-22 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","32872800.0000","NTD","2021-12-28 00:00:00.0","2031-12-28 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","6277200.0000","NTD","2021-12-28 00:00:00.0","2031-12-28 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","1692000.0000","NTD","2021-11-30 00:00:00.0","2032-11-30 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","590000.0000","NTD","2021-12-08 00:00:00.0","2032-12-08 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","620000.0000","NTD","2021-12-15 00:00:00.0","2032-12-15 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","720000.0000","NTD","2021-12-20 00:00:00.0","2032-12-20 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","570000.0000","NTD","2021-12-20 00:00:00.0","2032-12-20 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","700000.0000","NTD","2021-12-20 00:00:00.0","2032-12-20 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","42000000.0000","NTD","2021-01-08 00:00:00.0","2033-01-08 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","4755240.0000","NTD","2021-12-10 00:00:00.0","2034-12-10 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","5070000.0000","NTD","2021-11-05 00:00:00.0","2037-11-05 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","8009280.0000","NTD","2021-12-07 00:00:00.0","2038-12-07 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","7345938.0000","NTD","2021-12-15 00:00:00.0","2039-12-15 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2639528.0000","NTD","2021-12-15 00:00:00.0","2039-12-15 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","24000000.0000","NTD","2021-10-15 00:00:00.0","2041-10-15 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","3456505.0000","NTD","2021-11-24 00:00:00.0","2041-11-24 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","3471464.0000","NTD","2021-11-24 00:00:00.0","2041-11-24 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","2880000.0000","NTD","2021-12-06 00:00:00.0","2041-12-05 00:00:00.0"
"202112","設立","高雄市政府經濟發展局","動產抵押","17745621.0000","NTD","2021-12-07 00:00:00.0","2041-12-06 00:00:00.0"
