"年月","報表種類","登記機關","案件類別","擔保債權額","擔保債權金額幣別","訂立契約日期","終止日期"
"202303","設立","臺北市政府產業發展局","動產抵押","4800000.0000","NTD","2023-03-13 00:00:00.0","2028-02-28 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","4200000.0000","NTD","2023-03-01 00:00:00.0","2029-01-25 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","4000000.0000","NTD","2023-02-23 00:00:00.0","2031-03-01 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","14982000.0000","NTD","2022-05-05 00:00:00.0","2032-05-04 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","2600400.0000","NTD","2023-02-21 00:00:00.0","2033-01-15 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","1970160.0000","NTD","2023-03-01 00:00:00.0","2033-01-16 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","25890000.0000","NTD","2023-01-18 00:00:00.0","2033-01-17 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","2568000.0000","NTD","2023-03-10 00:00:00.0","2033-02-10 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","13310400.0000","NTD","2023-02-20 00:00:00.0","2033-02-20 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","21653540.0000","NTD","2023-02-20 00:00:00.0","2033-02-20 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","4012800.0000","NTD","2023-02-22 00:00:00.0","2033-02-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","7116000.0000","NTD","2023-02-24 00:00:00.0","2033-02-23 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","18240000.0000","NTD","2023-03-01 00:00:00.0","2033-02-28 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","10200000.0000","NTD","2023-03-03 00:00:00.0","2033-03-03 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","480690.0000","NTD","2023-03-03 00:00:00.0","2033-03-03 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","12166000.0000","NTD","2023-03-06 00:00:00.0","2033-03-05 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","1200000.0000","NTD","2023-03-08 00:00:00.0","2033-03-07 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","1853600.0000","NTD","2023-03-09 00:00:00.0","2033-03-09 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","1082500.0000","NTD","2023-03-15 00:00:00.0","2033-03-14 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","1156800.0000","NTD","2023-03-20 00:00:00.0","2033-03-19 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","5040000.0000","NTD","2023-03-21 00:00:00.0","2033-03-20 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","5298000.0000","NTD","2023-03-21 00:00:00.0","2033-03-20 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","899700.0000","NTD","2023-03-21 00:00:00.0","2033-03-21 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","982020.0000","NTD","2023-03-21 00:00:00.0","2033-03-21 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","900000.0000","NTD","2023-03-23 00:00:00.0","2033-03-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","861600.0000","NTD","2023-03-23 00:00:00.0","2033-03-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","842400.0000","NTD","2023-03-23 00:00:00.0","2033-03-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","2352000.0000","NTD","2023-03-23 00:00:00.0","2033-03-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","","NTD","2023-03-23 00:00:00.0","2033-03-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","","NTD","2023-03-23 00:00:00.0","2033-03-22 00:00:00.0"
"202303","設立","臺北市政府產業發展局","動產抵押","1440000.0000","NTD","2023-03-24 00:00:00.0","2033-03-23 00:00:00.0"
