"年月","報表種類","登記機關","案件類別","擔保債權額","擔保債權金額幣別","訂立契約日期","終止日期"
"201709","設立","臺北市政府產業發展局","動產抵押","12000000.0000","1","2017-08-23 00:00:00.0","2027-08-22 00:00:00.0"
"201709","設立","臺北市政府產業發展局","動產抵押","2000000.0000","1","2017-08-25 00:00:00.0","2027-08-25 00:00:00.0"
"201709","設立","臺北市政府產業發展局","動產抵押","6200000.0000","1","2017-08-31 00:00:00.0","2027-08-31 00:00:00.0"
"201709","設立","臺北市政府產業發展局","動產抵押","2469600.0000","1","2017-08-31 00:00:00.0","2027-08-31 00:00:00.0"
"201709","設立","臺北市政府產業發展局","動產抵押","1692400.0000","1","2017-09-02 00:00:00.0","2027-09-02 00:00:00.0"
"201709","設立","臺北市政府產業發展局","動產抵押","6000000.0000","1","2017-08-21 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","臺北市政府產業發展局","動產抵押","7200000.0000","1","2017-09-19 00:00:00.0","2046-12-31 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","1409400.0000","1","2017-09-21 00:00:00.0","2024-09-20 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","5820000.0000","1","2017-09-08 00:00:00.0","2024-12-31 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","14671200.0000","1","2017-08-25 00:00:00.0","2027-08-31 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","500000.0000","1","2017-09-05 00:00:00.0","2027-09-04 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","1800000.0000","1","2017-09-12 00:00:00.0","2027-09-11 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","","1","2017-09-28 00:00:00.0","2027-09-27 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","12636000.0000","1","2017-08-25 00:00:00.0","2047-08-24 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","42132000.0000","1","2017-08-30 00:00:00.0","2047-08-29 00:00:00.0"
"201709","設立","臺北市政府產業發展局","附條件買賣","6319200.0000","1","2017-09-15 00:00:00.0","2047-09-14 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","10400000.0000","NTD","2017-08-30 00:00:00.0","2020-02-28 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3372000.0000","NTD","2017-08-30 00:00:00.0","2021-02-28 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","21600000.0000","NTD","2017-08-30 00:00:00.0","2022-08-30 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","24000000.0000","NTD","2017-09-19 00:00:00.0","2022-09-20 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","6750000.0000","NTD","2017-08-31 00:00:00.0","2024-08-30 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3200000.0000","NTD","2017-08-31 00:00:00.0","2024-08-30 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","4764000.0000","NTD","2017-09-05 00:00:00.0","2024-09-05 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","42230000.0000","NTD","2017-09-15 00:00:00.0","2024-09-15 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","12100000.0000","NTD","2017-09-25 00:00:00.0","2024-09-24 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","47707261.0000","NTD","2017-06-30 00:00:00.0","2027-06-29 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","6000000.0000","NTD","2017-08-31 00:00:00.0","2027-08-30 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","2466667.0000","NTD","2017-08-31 00:00:00.0","2027-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","24000000.0000","NTD","2017-09-01 00:00:00.0","2027-09-01 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3710000.0000","NTD","2017-09-11 00:00:00.0","2027-09-11 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","2280000.0000","NTD","2017-09-15 00:00:00.0","2027-09-15 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","90000000.0000","NTD","2017-09-18 00:00:00.0","2027-09-17 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","9120000.0000","NTD","2017-09-19 00:00:00.0","2027-09-19 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","7200000.0000","NTD","2017-09-19 00:00:00.0","2027-09-19 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","176400000.0000","NTD","2017-09-20 00:00:00.0","2027-09-19 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","9600000.0000","NTD","2017-09-20 00:00:00.0","2027-09-26 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","8400000.0000","NTD","2017-08-21 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","6000000.0000","NTD","2017-08-25 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","2400000.0000","NTD","2017-08-30 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","5400000.0000","NTD","2017-08-31 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3000000.0000","NTD","2017-09-08 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","36000000.0000","NTD","2017-09-21 00:00:00.0","2028-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","1320000.0000","NTD","2017-09-04 00:00:00.0","2029-09-03 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","5400000.0000","NTD","2017-09-14 00:00:00.0","2029-09-13 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","52800000.0000","NTD","2017-09-15 00:00:00.0","2029-09-14 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","1680000.0000","NTD","2017-08-14 00:00:00.0","2033-08-14 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3600000.0000","NTD","2017-08-30 00:00:00.0","2034-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","15600000.0000","NTD","2017-08-30 00:00:00.0","2037-03-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","840000.0000","NTD","2017-09-19 00:00:00.0","2037-03-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","21000000.0000","NTD","2017-07-19 00:00:00.0","2037-07-19 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3405000.0000","NTD","2017-08-03 00:00:00.0","2037-08-03 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","6220000000.0000","NTD","2017-08-23 00:00:00.0","2037-08-22 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","10560000.0000","NTD","2017-09-04 00:00:00.0","2037-09-03 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","9063747.0000","NTD","2017-09-07 00:00:00.0","2037-09-06 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","2304000.0000","NTD","2017-08-22 00:00:00.0","2037-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","1560000.0000","NTD","2017-08-29 00:00:00.0","2046-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","1800000.0000","NTD","2017-09-05 00:00:00.0","2046-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","18000000.0000","NTD","2017-09-04 00:00:00.0","2047-07-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","720000.0000","NTD","2017-09-07 00:00:00.0","2047-07-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","24000000.0000","NTD","2017-09-11 00:00:00.0","2047-07-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","4800000.0000","NTD","2017-08-15 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","8400000.0000","NTD","2017-08-17 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","12000000.0000","NTD","2017-08-18 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","36000000.0000","NTD","2017-08-18 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","23201000.0000","NTD","2017-08-22 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3000000.0000","NTD","2017-08-24 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3600000.0000","NTD","2017-08-24 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","3000000.0000","NTD","2017-08-24 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","30000000.0000","NTD","2017-08-28 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","動產抵押","13200000.0000","NTD","2017-08-30 00:00:00.0","2047-08-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","5048400.0000","NTD","2017-08-31 00:00:00.0","2023-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","3933000.0000","NTD","2017-07-13 00:00:00.0","2024-07-10 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","1713000.0000","NTD","2017-08-17 00:00:00.0","2024-08-17 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","3766661.0000","NTD","2017-08-31 00:00:00.0","2025-10-13 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","22140000.0000","NTD","2017-08-29 00:00:00.0","2027-08-29 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","61807000.0000","NTD","2017-08-31 00:00:00.0","2027-08-30 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","1304280.0000","NTD","2017-08-31 00:00:00.0","2027-08-30 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","1424000.0000","NTD","2017-09-11 00:00:00.0","2027-09-10 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","998400.0000","NTD","2017-09-21 00:00:00.0","2027-09-20 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","4680000.0000","NTD","2017-09-22 00:00:00.0","2027-09-21 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","3358800.0000","NTD","2017-08-25 00:00:00.0","2027-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","1732500.0000","NTD","2017-08-23 00:00:00.0","2037-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","2112000.0000","NTD","2017-08-24 00:00:00.0","2037-12-31 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","3816000.0000","NTD","2017-08-07 00:00:00.0","2047-08-06 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","2730000.0000","NTD","2017-08-28 00:00:00.0","2047-08-27 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","3084000.0000","NTD","2017-08-30 00:00:00.0","2047-08-29 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","2206800.0000","NTD","2017-08-30 00:00:00.0","2047-08-29 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","2280000.0000","NTD","2017-09-05 00:00:00.0","2047-09-04 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","11112000.0000","NTD","2017-09-05 00:00:00.0","2047-09-04 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","6240000.0000","NTD","2017-09-08 00:00:00.0","2047-09-07 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","2466000.0000","NTD","2017-09-12 00:00:00.0","2047-09-11 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","4530000.0000","NTD","2017-09-12 00:00:00.0","2047-09-11 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","746400.0000","NTD","2017-09-21 00:00:00.0","2047-09-20 00:00:00.0"
"201709","設立","高雄市政府經濟發展局","附條件買賣","1087200.0000","NTD","2017-09-27 00:00:00.0","2047-09-26 00:00:00.0"
"201709","設立","經濟部中部辦公室","動產抵押","","NTD","2003-08-25 00:00:00.0","2010-08-25 00:00:00.0"
"201709","設立","經濟部中部辦公室","動產抵押","","NTD","2004-02-23 00:00:00.0","2011-02-22 00:00:00.0"
"201709","設立","經濟部中部辦公室","動產抵押","","NTD","2005-03-03 00:00:00.0","2012-03-02 00:00:00.0"
"201709","設立","經濟部中部辦公室","動產抵押","","NTD","2005-06-27 00:00:00.0","2012-06-26 00:00:00.0"
